Event_Name,Event_Type,Department,Rating,Feedback_Comment
Career Seminar,Workshop,EEE,4,Amazing experience and great speakers
Hackathon,Seminar,EEE,3,Neither good nor bad
Career Seminar,Workshop,Civil,4,Very informative and well organized
Cyber Security Talk,Workshop,EEE,3,Decent event
Cyber Security Talk,Cultural,Arts,3,Neither good nor bad
AI Workshop,Cultural,CSE,2,Poor time management
Data Science Bootcamp,Seminar,Management,1,Sound system was bad
Data Science Bootcamp,Cultural,ECE,3,Content was fine but nothing special
AI Workshop,Workshop,ECE,2,Not well organized
Startup Meetup,Seminar,Civil,2,Not well organized
Leadership Workshop,Technical,Civil,4,Excellent arrangements and content
Startup Meetup,Seminar,Civil,3,"Average experience, could be better"
Cyber Security Talk,Workshop,Mechanical,2,Expected more from this event
Leadership Workshop,Cultural,IT,3,Content was fine but nothing special
Leadership Workshop,Technical,ECE,1,Not well organized
Tech Fest,Workshop,EEE,2,Too long and boring
Hackathon,Seminar,EEE,4,Excellent arrangements and content
Hackathon,Workshop,ECE,2,Sound system was bad
Tech Fest,Seminar,IT,3,It was okay overall
Data Science Bootcamp,Cultural,IT,2,Not well organized
Hackathon,Workshop,Mechanical,3,Content was fine but nothing special
AI Workshop,Workshop,Arts,5,Highly engaging and interactive session
Data Science Bootcamp,Cultural,Civil,3,It was okay overall
Cultural Night,Technical,CSE,4,Highly engaging and interactive session
Cultural Night,Technical,EEE,4,Amazing experience and great speakers
Cyber Security Talk,Seminar,Mechanical,3,Decent event
Startup Meetup,Cultural,Arts,1,Expected more from this event
Cyber Security Talk,Seminar,Civil,5,Very informative and well organized
Robotics Expo,Cultural,Arts,1,Not well organized
Cyber Security Talk,Workshop,Management,4,Very informative and well organized
Hackathon,Cultural,ECE,1,Too long and boring
Startup Meetup,Technical,Arts,5,Learned a lot from this event
Leadership Workshop,Seminar,EEE,2,Not well organized
Startup Meetup,Seminar,Civil,4,Highly engaging and interactive session
Cultural Night,Technical,Management,5,Excellent arrangements and content
Cyber Security Talk,Cultural,ECE,5,Highly engaging and interactive session
Robotics Expo,Technical,ECE,2,Poor time management
Leadership Workshop,Cultural,EEE,2,Not well organized
Tech Fest,Cultural,Civil,4,Highly engaging and interactive session
Data Science Bootcamp,Technical,Civil,4,Excellent arrangements and content
Hackathon,Workshop,Mechanical,4,Excellent arrangements and content
Tech Fest,Cultural,Arts,5,Excellent arrangements and content
AI Workshop,Cultural,Mechanical,5,Highly engaging and interactive session
Startup Meetup,Seminar,IT,2,Poor time management
Leadership Workshop,Cultural,IT,2,Too long and boring
Robotics Expo,Technical,CSE,3,Neither good nor bad
Data Science Bootcamp,Seminar,Civil,2,Not well organized
Cyber Security Talk,Cultural,Civil,3,Decent event
Cultural Night,Seminar,IT,4,Excellent arrangements and content
Startup Meetup,Workshop,Civil,1,Poor time management
Robotics Expo,Cultural,Management,4,Very informative and well organized
Leadership Workshop,Workshop,Arts,1,Not well organized
Hackathon,Cultural,IT,2,Sound system was bad
AI Workshop,Technical,EEE,4,Highly engaging and interactive session
Tech Fest,Technical,Mechanical,2,Poor time management
AI Workshop,Workshop,IT,5,Learned a lot from this event
Robotics Expo,Workshop,Arts,1,Too long and boring
AI Workshop,Cultural,Arts,5,Very informative and well organized
Hackathon,Technical,ECE,1,Poor time management
Cultural Night,Seminar,CSE,5,Learned a lot from this event
Robotics Expo,Cultural,Arts,2,Not well organized
Startup Meetup,Technical,Mechanical,5,Highly engaging and interactive session
Leadership Workshop,Cultural,EEE,4,Learned a lot from this event
Career Seminar,Workshop,Mechanical,2,Not well organized
Career Seminar,Seminar,Mechanical,4,Excellent arrangements and content
Hackathon,Workshop,CSE,5,Amazing experience and great speakers
Cultural Night,Seminar,EEE,5,Amazing experience and great speakers
Hackathon,Workshop,IT,5,Learned a lot from this event
Cyber Security Talk,Workshop,Mechanical,2,Poor time management
AI Workshop,Seminar,IT,2,Too long and boring
Hackathon,Technical,EEE,4,Learned a lot from this event
Cultural Night,Technical,Arts,3,Decent event
Startup Meetup,Workshop,CSE,3,It was okay overall
Data Science Bootcamp,Technical,IT,3,It was okay overall
Robotics Expo,Technical,ECE,5,Very informative and well organized
Robotics Expo,Cultural,Civil,1,Expected more from this event
Cultural Night,Technical,ECE,4,Learned a lot from this event
Career Seminar,Cultural,Mechanical,5,Learned a lot from this event
Leadership Workshop,Seminar,IT,2,Not well organized
Hackathon,Seminar,Arts,1,Not well organized
Cultural Night,Cultural,Management,1,Too long and boring
Robotics Expo,Cultural,EEE,5,Amazing experience and great speakers
Career Seminar,Seminar,Mechanical,2,Not well organized
Robotics Expo,Technical,CSE,1,Too long and boring
Career Seminar,Cultural,IT,1,Expected more from this event
Hackathon,Workshop,ECE,1,Expected more from this event
Tech Fest,Technical,Mechanical,4,Amazing experience and great speakers
Cyber Security Talk,Workshop,IT,5,Very informative and well organized
Data Science Bootcamp,Workshop,Mechanical,1,Poor time management
Data Science Bootcamp,Seminar,EEE,3,Decent event
Startup Meetup,Cultural,IT,5,Highly engaging and interactive session
Leadership Workshop,Workshop,Civil,3,"Average experience, could be better"
Tech Fest,Workshop,CSE,5,Very informative and well organized
AI Workshop,Workshop,EEE,1,Sound system was bad
Cyber Security Talk,Cultural,CSE,3,"Average experience, could be better"
Data Science Bootcamp,Seminar,Mechanical,2,Too long and boring
Leadership Workshop,Technical,Arts,1,Expected more from this event
Robotics Expo,Seminar,Arts,4,Learned a lot from this event
Leadership Workshop,Seminar,EEE,3,It was okay overall
Cyber Security Talk,Seminar,ECE,4,Learned a lot from this event
Startup Meetup,Workshop,EEE,5,Excellent arrangements and content
Data Science Bootcamp,Technical,ECE,1,Expected more from this event
Startup Meetup,Workshop,Mechanical,3,It was okay overall
Startup Meetup,Seminar,CSE,3,"Average experience, could be better"
Startup Meetup,Cultural,Civil,4,Very informative and well organized
Robotics Expo,Seminar,Civil,5,Learned a lot from this event
AI Workshop,Seminar,EEE,4,Learned a lot from this event
Cyber Security Talk,Workshop,Civil,5,Highly engaging and interactive session
AI Workshop,Technical,IT,5,Very informative and well organized
Cultural Night,Technical,EEE,1,Expected more from this event
Data Science Bootcamp,Technical,IT,1,Expected more from this event
Cultural Night,Technical,Civil,5,Very informative and well organized
Data Science Bootcamp,Workshop,IT,4,Amazing experience and great speakers
Cultural Night,Cultural,Management,1,Too long and boring
Leadership Workshop,Technical,ECE,5,Learned a lot from this event
AI Workshop,Cultural,Arts,2,Too long and boring
Cyber Security Talk,Workshop,IT,4,Learned a lot from this event
Cyber Security Talk,Seminar,Mechanical,3,It was okay overall
Cyber Security Talk,Cultural,Civil,5,Learned a lot from this event
Startup Meetup,Technical,ECE,2,Poor time management
Robotics Expo,Cultural,ECE,2,Too long and boring
Robotics Expo,Technical,Arts,2,Expected more from this event
Cultural Night,Technical,IT,4,Very informative and well organized
Startup Meetup,Seminar,IT,1,Too long and boring
Startup Meetup,Technical,IT,5,Excellent arrangements and content
Robotics Expo,Seminar,ECE,1,Expected more from this event
Tech Fest,Cultural,CSE,5,Learned a lot from this event
Leadership Workshop,Technical,Arts,3,Content was fine but nothing special
Career Seminar,Workshop,CSE,4,Amazing experience and great speakers
Robotics Expo,Cultural,EEE,1,Poor time management
Startup Meetup,Seminar,IT,3,Decent event
Data Science Bootcamp,Technical,Arts,4,Highly engaging and interactive session
Career Seminar,Seminar,ECE,5,Excellent arrangements and content
Hackathon,Cultural,Management,2,Too long and boring
Startup Meetup,Workshop,Management,4,Very informative and well organized
AI Workshop,Technical,Management,4,Learned a lot from this event
Data Science Bootcamp,Workshop,CSE,3,Decent event
Startup Meetup,Cultural,ECE,3,It was okay overall
Data Science Bootcamp,Technical,Arts,5,Amazing experience and great speakers
Cyber Security Talk,Seminar,IT,4,Very informative and well organized
Robotics Expo,Seminar,ECE,4,Highly engaging and interactive session
Startup Meetup,Workshop,Arts,1,Too long and boring
Tech Fest,Technical,CSE,1,Too long and boring
Cultural Night,Workshop,Mechanical,4,Very informative and well organized
Data Science Bootcamp,Technical,CSE,1,Poor time management
Cultural Night,Cultural,CSE,2,Too long and boring
Career Seminar,Technical,Civil,1,Poor time management
Leadership Workshop,Workshop,EEE,4,Highly engaging and interactive session
Robotics Expo,Technical,Mechanical,1,Not well organized
Data Science Bootcamp,Workshop,IT,1,Too long and boring
Career Seminar,Seminar,CSE,4,Very informative and well organized
Robotics Expo,Workshop,EEE,1,Too long and boring
Hackathon,Cultural,Civil,1,Not well organized
Hackathon,Cultural,CSE,5,Highly engaging and interactive session
AI Workshop,Seminar,CSE,1,Not well organized
Career Seminar,Cultural,ECE,4,Excellent arrangements and content
Cultural Night,Technical,Arts,2,Expected more from this event
Startup Meetup,Workshop,Civil,5,Amazing experience and great speakers
Leadership Workshop,Workshop,Mechanical,5,Excellent arrangements and content
Leadership Workshop,Seminar,ECE,5,Learned a lot from this event
Cultural Night,Seminar,EEE,3,Content was fine but nothing special
Hackathon,Workshop,Civil,2,Sound system was bad
Tech Fest,Technical,Management,1,Not well organized
Leadership Workshop,Cultural,ECE,4,Amazing experience and great speakers
Cultural Night,Technical,ECE,2,Too long and boring
Career Seminar,Seminar,EEE,3,Content was fine but nothing special
Cyber Security Talk,Seminar,EEE,2,Poor time management
Startup Meetup,Technical,Mechanical,3,Content was fine but nothing special
Tech Fest,Technical,Mechanical,5,Learned a lot from this event
Leadership Workshop,Technical,CSE,5,Learned a lot from this event
Startup Meetup,Technical,EEE,1,Sound system was bad
Tech Fest,Technical,ECE,4,Amazing experience and great speakers
Cyber Security Talk,Technical,IT,5,Learned a lot from this event
Hackathon,Cultural,IT,4,Amazing experience and great speakers
Data Science Bootcamp,Workshop,EEE,1,Too long and boring
Leadership Workshop,Workshop,CSE,2,Not well organized
AI Workshop,Seminar,ECE,5,Learned a lot from this event
Hackathon,Technical,IT,1,Expected more from this event
Data Science Bootcamp,Workshop,ECE,5,Amazing experience and great speakers
Cyber Security Talk,Workshop,EEE,2,Expected more from this event
Startup Meetup,Cultural,ECE,4,Very informative and well organized
Robotics Expo,Seminar,EEE,5,Excellent arrangements and content
Startup Meetup,Cultural,IT,5,Very informative and well organized
Career Seminar,Cultural,Arts,5,Very informative and well organized
Cultural Night,Cultural,Mechanical,5,Highly engaging and interactive session
Leadership Workshop,Workshop,EEE,4,Highly engaging and interactive session
Robotics Expo,Seminar,Arts,5,Highly engaging and interactive session
Data Science Bootcamp,Seminar,ECE,3,It was okay overall
Cyber Security Talk,Cultural,Arts,5,Amazing experience and great speakers
Cultural Night,Cultural,CSE,5,Learned a lot from this event
Hackathon,Technical,EEE,1,Sound system was bad
Tech Fest,Cultural,EEE,3,It was okay overall
Data Science Bootcamp,Cultural,EEE,4,Highly engaging and interactive session
Leadership Workshop,Cultural,Arts,3,It was okay overall
Tech Fest,Seminar,EEE,3,Decent event
Cultural Night,Cultural,Mechanical,1,Sound system was bad
Hackathon,Cultural,Management,3,Content was fine but nothing special
Tech Fest,Workshop,IT,4,Excellent arrangements and content
Data Science Bootcamp,Workshop,ECE,4,Highly engaging and interactive session
Data Science Bootcamp,Seminar,ECE,5,Excellent arrangements and content
Hackathon,Cultural,Mechanical,4,Excellent arrangements and content
Robotics Expo,Cultural,Arts,5,Very informative and well organized
Career Seminar,Seminar,Civil,4,Amazing experience and great speakers
Robotics Expo,Workshop,EEE,3,It was okay overall
Tech Fest,Cultural,Arts,4,Very informative and well organized
AI Workshop,Seminar,Civil,4,Learned a lot from this event
Leadership Workshop,Cultural,CSE,4,Excellent arrangements and content
Hackathon,Workshop,Arts,4,Learned a lot from this event
Leadership Workshop,Seminar,Arts,2,Sound system was bad
AI Workshop,Technical,CSE,4,Amazing experience and great speakers
AI Workshop,Cultural,ECE,1,Too long and boring
Career Seminar,Workshop,CSE,4,Very informative and well organized
Career Seminar,Workshop,ECE,1,Poor time management
AI Workshop,Workshop,Mechanical,5,Excellent arrangements and content
Cyber Security Talk,Workshop,EEE,2,Not well organized
Robotics Expo,Technical,Civil,3,"Average experience, could be better"
Hackathon,Technical,CSE,1,Sound system was bad
Career Seminar,Seminar,Arts,3,Decent event
AI Workshop,Technical,EEE,4,Excellent arrangements and content
Robotics Expo,Seminar,Management,5,Excellent arrangements and content
Startup Meetup,Workshop,Management,5,Amazing experience and great speakers
Hackathon,Seminar,EEE,3,Neither good nor bad
Startup Meetup,Cultural,Arts,5,Very informative and well organized
Leadership Workshop,Cultural,CSE,5,Excellent arrangements and content
Data Science Bootcamp,Seminar,ECE,3,Content was fine but nothing special
Cultural Night,Workshop,Civil,2,Not well organized
Data Science Bootcamp,Cultural,Arts,3,"Average experience, could be better"
Robotics Expo,Technical,Civil,2,Expected more from this event
Robotics Expo,Workshop,Mechanical,1,Not well organized
Hackathon,Seminar,ECE,5,Very informative and well organized
Data Science Bootcamp,Workshop,Mechanical,2,Sound system was bad
Cultural Night,Workshop,Mechanical,5,Excellent arrangements and content
Hackathon,Workshop,IT,3,Decent event
Leadership Workshop,Technical,Civil,5,Excellent arrangements and content
Cyber Security Talk,Seminar,IT,5,Learned a lot from this event
Career Seminar,Cultural,Mechanical,2,Sound system was bad
Career Seminar,Technical,CSE,2,Expected more from this event
Data Science Bootcamp,Technical,ECE,5,Learned a lot from this event
Hackathon,Workshop,Mechanical,3,It was okay overall
Career Seminar,Workshop,Arts,2,Too long and boring
Tech Fest,Technical,Civil,2,Sound system was bad
Cultural Night,Seminar,IT,4,Highly engaging and interactive session
Tech Fest,Seminar,Civil,3,Content was fine but nothing special
Hackathon,Technical,EEE,2,Expected more from this event
Cultural Night,Workshop,Management,5,Excellent arrangements and content
Data Science Bootcamp,Technical,EEE,1,Poor time management
Leadership Workshop,Cultural,Management,2,Too long and boring
Robotics Expo,Seminar,IT,4,Highly engaging and interactive session
Tech Fest,Workshop,ECE,2,Sound system was bad
Cultural Night,Seminar,IT,4,Very informative and well organized
Tech Fest,Workshop,Mechanical,5,Very informative and well organized
Startup Meetup,Workshop,Arts,2,Not well organized
Robotics Expo,Seminar,Arts,4,Excellent arrangements and content
Data Science Bootcamp,Workshop,CSE,4,Highly engaging and interactive session
Career Seminar,Cultural,IT,1,Expected more from this event
Data Science Bootcamp,Workshop,IT,3,Decent event
Data Science Bootcamp,Workshop,ECE,1,Too long and boring
Data Science Bootcamp,Workshop,Civil,3,Decent event
Cyber Security Talk,Workshop,IT,5,Excellent arrangements and content
Startup Meetup,Technical,Civil,2,Expected more from this event
Career Seminar,Workshop,CSE,3,Neither good nor bad
Tech Fest,Workshop,Management,3,Content was fine but nothing special
Robotics Expo,Cultural,Civil,5,Very informative and well organized
Hackathon,Technical,Civil,2,Sound system was bad
Career Seminar,Cultural,CSE,5,Excellent arrangements and content
Cyber Security Talk,Seminar,IT,1,Expected more from this event
Hackathon,Cultural,IT,1,Too long and boring
Startup Meetup,Workshop,Management,5,Very informative and well organized
Cultural Night,Workshop,Arts,3,"Average experience, could be better"
Leadership Workshop,Cultural,IT,2,Poor time management
Cultural Night,Workshop,Management,2,Expected more from this event
Startup Meetup,Technical,ECE,3,Decent event
Cyber Security Talk,Cultural,Mechanical,5,Excellent arrangements and content
Hackathon,Cultural,ECE,1,Poor time management
Career Seminar,Workshop,Management,3,Decent event
Cultural Night,Seminar,Mechanical,4,Learned a lot from this event
Data Science Bootcamp,Technical,Civil,4,Excellent arrangements and content
Hackathon,Cultural,Arts,1,Not well organized
Career Seminar,Workshop,CSE,3,Neither good nor bad
Tech Fest,Workshop,Civil,4,Excellent arrangements and content
Tech Fest,Seminar,Arts,4,Amazing experience and great speakers
AI Workshop,Seminar,Management,3,Decent event
Career Seminar,Seminar,EEE,1,Not well organized
Cultural Night,Cultural,CSE,3,It was okay overall
Leadership Workshop,Seminar,Mechanical,5,Amazing experience and great speakers
Leadership Workshop,Technical,Management,3,Decent event
AI Workshop,Cultural,Management,4,Very informative and well organized
Data Science Bootcamp,Technical,CSE,1,Not well organized
Tech Fest,Workshop,CSE,4,Amazing experience and great speakers
AI Workshop,Seminar,CSE,5,Excellent arrangements and content
Startup Meetup,Seminar,CSE,2,Not well organized
Career Seminar,Workshop,Civil,1,Too long and boring
Tech Fest,Seminar,Civil,4,Learned a lot from this event
Startup Meetup,Seminar,Management,5,Amazing experience and great speakers
AI Workshop,Workshop,Mechanical,1,Not well organized
Cultural Night,Workshop,Mechanical,2,Too long and boring
AI Workshop,Seminar,Management,4,Highly engaging and interactive session
Data Science Bootcamp,Seminar,Management,1,Poor time management
Hackathon,Seminar,Management,2,Not well organized
Startup Meetup,Seminar,CSE,3,It was okay overall
Hackathon,Workshop,EEE,4,Excellent arrangements and content
Career Seminar,Technical,EEE,3,Content was fine but nothing special
Tech Fest,Technical,EEE,1,Expected more from this event
Cyber Security Talk,Cultural,Civil,4,Amazing experience and great speakers
Leadership Workshop,Seminar,Mechanical,2,Poor time management
Cyber Security Talk,Technical,ECE,5,Very informative and well organized
AI Workshop,Seminar,Management,5,Amazing experience and great speakers
Data Science Bootcamp,Cultural,Civil,4,Excellent arrangements and content
Hackathon,Cultural,Civil,2,Expected more from this event
Career Seminar,Technical,ECE,5,Highly engaging and interactive session
Career Seminar,Seminar,EEE,1,Not well organized
Cyber Security Talk,Cultural,ECE,4,Very informative and well organized
Startup Meetup,Seminar,Civil,5,Very informative and well organized
AI Workshop,Technical,IT,3,Decent event
Leadership Workshop,Technical,Civil,1,Sound system was bad
Tech Fest,Technical,Mechanical,2,Too long and boring
Data Science Bootcamp,Seminar,Management,3,"Average experience, could be better"
Leadership Workshop,Cultural,ECE,2,Too long and boring
Data Science Bootcamp,Seminar,ECE,3,"Average experience, could be better"
Cyber Security Talk,Seminar,Management,1,Expected more from this event
Cultural Night,Cultural,CSE,3,Decent event
Tech Fest,Workshop,CSE,5,Excellent arrangements and content
Leadership Workshop,Seminar,Management,3,Decent event
AI Workshop,Cultural,Arts,3,Content was fine but nothing special
Robotics Expo,Seminar,EEE,1,Sound system was bad
Robotics Expo,Technical,Arts,5,Highly engaging and interactive session
Career Seminar,Seminar,IT,2,Poor time management
Data Science Bootcamp,Cultural,ECE,1,Poor time management
Cyber Security Talk,Seminar,EEE,3,Decent event
Cultural Night,Seminar,EEE,3,Decent event
AI Workshop,Seminar,ECE,4,Highly engaging and interactive session
Cyber Security Talk,Workshop,EEE,3,Content was fine but nothing special
Data Science Bootcamp,Cultural,IT,4,Learned a lot from this event
Leadership Workshop,Seminar,IT,5,Highly engaging and interactive session
Startup Meetup,Cultural,Civil,5,Very informative and well organized
Data Science Bootcamp,Cultural,CSE,3,"Average experience, could be better"
Career Seminar,Seminar,Civil,5,Highly engaging and interactive session
Career Seminar,Technical,Mechanical,4,Learned a lot from this event
Cultural Night,Seminar,Management,5,Amazing experience and great speakers
Hackathon,Cultural,Mechanical,5,Amazing experience and great speakers
Tech Fest,Seminar,ECE,5,Excellent arrangements and content
Career Seminar,Workshop,Management,4,Highly engaging and interactive session
Robotics Expo,Workshop,Management,4,Amazing experience and great speakers
Cyber Security Talk,Workshop,EEE,5,Amazing experience and great speakers
Data Science Bootcamp,Cultural,Arts,3,Neither good nor bad
Startup Meetup,Cultural,CSE,2,Poor time management
Tech Fest,Technical,Management,5,Learned a lot from this event
Hackathon,Seminar,ECE,3,Decent event
Data Science Bootcamp,Cultural,Civil,4,Learned a lot from this event
Cultural Night,Cultural,Arts,2,Expected more from this event
Tech Fest,Workshop,Mechanical,3,Decent event
Career Seminar,Seminar,EEE,1,Poor time management
Robotics Expo,Workshop,Civil,2,Poor time management
Tech Fest,Technical,Civil,2,Expected more from this event
Startup Meetup,Cultural,Mechanical,5,Amazing experience and great speakers
Startup Meetup,Workshop,EEE,5,Amazing experience and great speakers
Hackathon,Cultural,EEE,3,"Average experience, could be better"
Data Science Bootcamp,Technical,Civil,1,Expected more from this event
Leadership Workshop,Workshop,Arts,4,Very informative and well organized
Tech Fest,Workshop,ECE,5,Learned a lot from this event
Tech Fest,Seminar,Mechanical,3,It was okay overall
Data Science Bootcamp,Seminar,Mechanical,5,Very informative and well organized
Cultural Night,Cultural,Management,3,Decent event
Hackathon,Seminar,ECE,3,Neither good nor bad
Cyber Security Talk,Workshop,IT,5,Amazing experience and great speakers
Startup Meetup,Cultural,CSE,5,Excellent arrangements and content
Cyber Security Talk,Workshop,EEE,5,Amazing experience and great speakers
Career Seminar,Cultural,Management,4,Excellent arrangements and content
Career Seminar,Workshop,Mechanical,1,Sound system was bad
AI Workshop,Cultural,EEE,5,Amazing experience and great speakers
AI Workshop,Workshop,EEE,5,Amazing experience and great speakers
Robotics Expo,Workshop,CSE,5,Highly engaging and interactive session
Data Science Bootcamp,Technical,CSE,3,It was okay overall
Hackathon,Cultural,CSE,3,"Average experience, could be better"
Cultural Night,Workshop,CSE,4,Learned a lot from this event
Leadership Workshop,Seminar,EEE,3,Neither good nor bad
Leadership Workshop,Technical,CSE,1,Poor time management
Robotics Expo,Seminar,IT,1,Expected more from this event
Startup Meetup,Technical,Mechanical,2,Expected more from this event
Tech Fest,Cultural,CSE,3,Content was fine but nothing special
Tech Fest,Seminar,Arts,2,Poor time management
AI Workshop,Cultural,Civil,1,Sound system was bad
AI Workshop,Cultural,ECE,5,Very informative and well organized
Tech Fest,Cultural,Arts,2,Sound system was bad
Career Seminar,Seminar,EEE,2,Not well organized
Cultural Night,Cultural,EEE,4,Highly engaging and interactive session
Robotics Expo,Cultural,Civil,4,Learned a lot from this event
Tech Fest,Seminar,CSE,4,Excellent arrangements and content
Data Science Bootcamp,Cultural,Arts,3,Neither good nor bad
Tech Fest,Technical,Management,2,Too long and boring
AI Workshop,Workshop,Arts,2,Not well organized
Tech Fest,Workshop,Civil,1,Not well organized
Data Science Bootcamp,Workshop,Management,3,It was okay overall
Cyber Security Talk,Technical,ECE,3,Content was fine but nothing special
Cyber Security Talk,Seminar,EEE,1,Too long and boring
Hackathon,Seminar,CSE,5,Excellent arrangements and content
Career Seminar,Cultural,CSE,5,Very informative and well organized
Cyber Security Talk,Workshop,ECE,4,Very informative and well organized
Robotics Expo,Seminar,Management,2,Sound system was bad
Cultural Night,Seminar,Mechanical,5,Learned a lot from this event
Data Science Bootcamp,Technical,Mechanical,2,Expected more from this event
Hackathon,Workshop,Civil,1,Too long and boring
Hackathon,Technical,Mechanical,4,Excellent arrangements and content
Leadership Workshop,Workshop,Management,4,Very informative and well organized
Career Seminar,Technical,Civil,2,Poor time management
Tech Fest,Technical,IT,3,It was okay overall
Tech Fest,Seminar,Civil,1,Expected more from this event
Cultural Night,Cultural,CSE,2,Too long and boring
Hackathon,Seminar,EEE,4,Excellent arrangements and content
Data Science Bootcamp,Technical,ECE,3,Content was fine but nothing special
Hackathon,Workshop,IT,4,Learned a lot from this event
Career Seminar,Cultural,EEE,1,Expected more from this event
Startup Meetup,Workshop,CSE,1,Not well organized
Cultural Night,Cultural,Mechanical,2,Too long and boring
Cyber Security Talk,Seminar,EEE,5,Amazing experience and great speakers
Robotics Expo,Technical,ECE,3,It was okay overall
Leadership Workshop,Technical,Civil,4,Learned a lot from this event
Career Seminar,Technical,CSE,5,Excellent arrangements and content
Data Science Bootcamp,Cultural,Management,4,Learned a lot from this event
Cultural Night,Workshop,EEE,4,Amazing experience and great speakers
Career Seminar,Workshop,Management,5,Learned a lot from this event
Data Science Bootcamp,Cultural,Civil,1,Not well organized
Hackathon,Technical,Management,1,Too long and boring
Cultural Night,Workshop,IT,1,Expected more from this event
AI Workshop,Seminar,EEE,3,Content was fine but nothing special
Leadership Workshop,Workshop,CSE,5,Learned a lot from this event
Leadership Workshop,Technical,Civil,1,Expected more from this event
Career Seminar,Cultural,Mechanical,4,Learned a lot from this event
Leadership Workshop,Technical,Arts,5,Excellent arrangements and content
Tech Fest,Workshop,IT,1,Sound system was bad
Cyber Security Talk,Workshop,CSE,4,Learned a lot from this event
Hackathon,Seminar,Civil,2,Too long and boring
Startup Meetup,Technical,IT,2,Not well organized
Leadership Workshop,Cultural,ECE,5,Very informative and well organized
Cultural Night,Technical,IT,2,Poor time management
Hackathon,Workshop,Management,1,Too long and boring
Career Seminar,Seminar,IT,1,Too long and boring
AI Workshop,Cultural,Arts,2,Not well organized
Career Seminar,Cultural,ECE,2,Not well organized
AI Workshop,Seminar,Management,4,Highly engaging and interactive session
AI Workshop,Seminar,Management,4,Very informative and well organized
Tech Fest,Workshop,EEE,3,"Average experience, could be better"
Robotics Expo,Technical,Arts,5,Very informative and well organized
Career Seminar,Seminar,Management,5,Highly engaging and interactive session
Cultural Night,Technical,Civil,2,Poor time management
Leadership Workshop,Technical,Arts,2,Expected more from this event
Startup Meetup,Workshop,Civil,1,Too long and boring
Tech Fest,Seminar,Management,5,Very informative and well organized
Hackathon,Technical,Civil,5,Amazing experience and great speakers
AI Workshop,Workshop,ECE,4,Very informative and well organized
Hackathon,Technical,EEE,3,Content was fine but nothing special
Tech Fest,Seminar,EEE,4,Amazing experience and great speakers
Cultural Night,Technical,Civil,4,Learned a lot from this event
Robotics Expo,Technical,IT,4,Excellent arrangements and content
Hackathon,Cultural,Management,1,Sound system was bad
Cyber Security Talk,Workshop,Civil,2,Too long and boring
Leadership Workshop,Technical,IT,3,It was okay overall
Data Science Bootcamp,Technical,Management,2,Expected more from this event
AI Workshop,Seminar,CSE,1,Expected more from this event
AI Workshop,Technical,Civil,1,Too long and boring
Data Science Bootcamp,Workshop,Mechanical,2,Poor time management
Robotics Expo,Seminar,CSE,4,Very informative and well organized
Data Science Bootcamp,Workshop,CSE,3,"Average experience, could be better"
Data Science Bootcamp,Cultural,IT,4,Amazing experience and great speakers
Startup Meetup,Technical,CSE,4,Highly engaging and interactive session
Startup Meetup,Cultural,Civil,2,Not well organized
AI Workshop,Seminar,IT,1,Sound system was bad
Tech Fest,Technical,Mechanical,4,Excellent arrangements and content
Cultural Night,Technical,ECE,5,Very informative and well organized
Career Seminar,Workshop,IT,3,Content was fine but nothing special
Data Science Bootcamp,Workshop,Management,2,Not well organized
Startup Meetup,Workshop,EEE,1,Sound system was bad
Leadership Workshop,Cultural,IT,1,Not well organized
Robotics Expo,Technical,Civil,3,Decent event
Robotics Expo,Cultural,Arts,4,Amazing experience and great speakers
Leadership Workshop,Cultural,ECE,4,Learned a lot from this event
Career Seminar,Technical,Arts,1,Sound system was bad
Data Science Bootcamp,Technical,CSE,2,Poor time management
Robotics Expo,Cultural,Mechanical,4,Amazing experience and great speakers
Robotics Expo,Cultural,Management,3,It was okay overall
Tech Fest,Workshop,EEE,2,Poor time management
Cultural Night,Technical,Arts,4,Highly engaging and interactive session
Startup Meetup,Seminar,IT,5,Very informative and well organized
Cyber Security Talk,Workshop,ECE,3,"Average experience, could be better"
Hackathon,Seminar,Management,4,Very informative and well organized
Cyber Security Talk,Technical,CSE,2,Too long and boring
Leadership Workshop,Seminar,ECE,3,Content was fine but nothing special
Data Science Bootcamp,Technical,EEE,2,Poor time management
Hackathon,Cultural,IT,2,Expected more from this event
Startup Meetup,Workshop,Management,5,Excellent arrangements and content
Leadership Workshop,Workshop,IT,5,Amazing experience and great speakers
Career Seminar,Seminar,Arts,2,Sound system was bad
Startup Meetup,Workshop,Mechanical,3,Decent event
Tech Fest,Workshop,Management,1,Not well organized
AI Workshop,Cultural,CSE,4,Amazing experience and great speakers
AI Workshop,Seminar,CSE,2,Expected more from this event
Tech Fest,Workshop,Mechanical,2,Too long and boring
Startup Meetup,Seminar,Management,4,Amazing experience and great speakers
Startup Meetup,Seminar,CSE,3,Neither good nor bad
Cultural Night,Seminar,Management,1,Expected more from this event
Data Science Bootcamp,Seminar,EEE,2,Too long and boring
Robotics Expo,Workshop,Mechanical,5,Amazing experience and great speakers
AI Workshop,Seminar,Civil,1,Sound system was bad
Cyber Security Talk,Seminar,Mechanical,4,Excellent arrangements and content
Hackathon,Seminar,Management,2,Too long and boring
